block,feature_set,n_features,feature_cols,zone,C,n,auc,auc_ci_lo,auc_ci_hi,ref_auc,delta_vs_ref,ci_strictly_above_ref,ci_strictly_below_ref,candidate_revision
A_mu,mu{1.50},1,nuts_D_1.50,pooled,10.0,149,0.7073394495412844,0.6188787902241402,0.7926654652686762,0.8963302752293578,-0.18899082568807346,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,pz,0.1,81,0.5871056241426611,0.4555477855477856,0.7149845916795069,0.934156378600823,-0.3470507544581619,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,pz,1.0,81,0.5871056241426611,0.4542559112600563,0.710711766961767,0.9327846364883402,-0.3456790123456791,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,pz,10.0,81,0.5871056241426611,0.4649965272418583,0.7151834484855474,0.9286694101508915,-0.34156378600823045,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,tz,0.1,68,0.7916083916083916,0.6295882936507936,0.9216866781017724,0.937062937062937,-0.1454545454545454,False,False,False
A_mu,mu{2.00},1,nuts_D_2.00,tz,1.0,68,0.7916083916083916,0.6515667440786614,0.9226264880952381,0.9370629370629371,-0.1454545454545455,False,False,False
A_mu,mu{2.00},1,nuts_D_2.00,tz,10.0,68,0.7916083916083916,0.6383813115763546,0.9258931419457735,0.9272727272727272,-0.13566433566433567,False,False,False
A_mu,mu{2.00},1,nuts_D_2.00,pooled,0.1,149,0.5738532110091743,0.4686231854676977,0.6719563305282176,0.9011467889908257,-0.3272935779816514,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,pooled,1.0,149,0.5738532110091743,0.4681350907913408,0.6795110659439928,0.8986238532110091,-0.3247706422018348,False,True,False
A_mu,mu{2.00},1,nuts_D_2.00,pooled,10.0,149,0.5738532110091743,0.46474704114974374,0.6685543751746075,0.8963302752293578,-0.3224770642201835,False,True,False
A_mu,mu{3.00},1,nuts_D_3.00,pz,0.1,81,0.921124828532236,0.8513705663335294,0.9739416242194019,0.934156378600823,-0.013031550068587028,False,False,False
A_mu,mu{3.00},1,nuts_D_3.00,pz,1.0,81,0.921124828532236,0.8464876910016979,0.9761288998357964,0.9327846364883402,-0.011659807956104218,False,False,False
A_mu,mu{3.00},1,nuts_D_3.00,pz,10.0,81,0.921124828532236,0.8501828829119368,0.9714299924213717,0.9286694101508915,-0.007544581618655566,False,False,False
