block,feature_set,n_features,feature_cols,zone,C,n,auc,auc_ci_lo,auc_ci_hi,ref_auc,delta_vs_ref,ci_strictly_above_ref,ci_strictly_below_ref,candidate_revision
A_mu,"mu{0.50,0.75,2.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_2.00",pooled,1.0,149,0.7596330275229357,0.6755162241887906,0.8426823545186376,0.8986238532110091,-0.13899082568807342,False,False,False
A_mu,"mu{0.50,0.75,2.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_2.00",pooled,10.0,149,0.7552752293577982,0.6684245439391883,0.8389833629103814,0.8963302752293578,-0.1410550458715596,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pz,0.1,81,0.9053497942386831,0.8341954022988506,0.960712042195093,0.934156378600823,-0.028806584362139898,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pz,1.0,81,0.9149519890260631,0.8412451298701299,0.9691395502645503,0.9327846364883402,-0.017832647462277085,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pz,10.0,81,0.911522633744856,0.8332991803278689,0.9718830038274483,0.9286694101508915,-0.01714677640603557,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",tz,0.1,68,0.8951048951048951,0.7636079545454546,0.9776714513556618,0.937062937062937,-0.04195804195804187,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",tz,1.0,68,0.8993006993006993,0.7751250374363582,0.9791691586921851,0.9370629370629371,-0.03776223776223775,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",tz,10.0,68,0.8923076923076924,0.7687344940634414,0.976389344325787,0.9272727272727272,-0.03496503496503489,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pooled,0.1,149,0.8571100917431193,0.7864285222582637,0.9174857954545456,0.9011467889908257,-0.044036697247706424,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pooled,1.0,149,0.8665137614678898,0.8001195824928173,0.925351511538524,0.8986238532110091,-0.032110091743119296,False,False,False
A_mu,"mu{0.50,0.75,3.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_3.00",pooled,10.0,149,0.8633027522935779,0.788258526980519,0.9270602873892346,0.8963302752293578,-0.03302752293577993,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pz,0.1,81,0.7674897119341564,0.6590290636352982,0.8728847188592951,0.934156378600823,-0.16666666666666663,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pz,1.0,81,0.7640603566529491,0.6409847175795769,0.8636363636363636,0.9327846364883402,-0.16872427983539107,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pz,10.0,81,0.7613168724279834,0.6432643287869277,0.8592884822653342,0.9286694101508915,-0.16735253772290815,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",tz,0.1,68,0.8041958041958042,0.6353933189655173,0.9356778309409889,0.937062937062937,-0.1328671328671328,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",tz,1.0,68,0.7958041958041958,0.6296918706293707,0.9286027568922306,0.9370629370629371,-0.14125874125874127,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",tz,10.0,68,0.7916083916083917,0.6101600094820433,0.9248382810474461,0.9272727272727272,-0.13566433566433556,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pooled,0.1,149,0.7619266055045871,0.6743471534653466,0.8431503166700535,0.9011467889908257,-0.13922018348623855,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pooled,1.0,149,0.7594036697247706,0.6671526950495424,0.8414658170353264,0.8986238532110091,-0.13922018348623855,False,False,False
A_mu,"mu{0.50,0.75,20.00}",3,"nuts_D_0.50,nuts_D_0.75,nuts_D_20.00",pooled,10.0,149,0.7580275229357798,0.6645300142847965,0.8426652652835518,0.8963302752293578,-0.13830275229357802,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pz,0.1,81,0.8237311385459534,0.71853197945845,0.9163756696312476,0.934156378600823,-0.11042524005486964,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pz,1.0,81,0.8168724279835391,0.7026473617756511,0.9071766469215021,0.9327846364883402,-0.1159122085048011,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pz,10.0,81,0.8148148148148148,0.706109521150356,0.908116130325587,0.9286694101508915,-0.11385459533607678,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",tz,0.1,68,0.8097902097902099,0.6573162420048234,0.941992764778325,0.937062937062937,-0.1272727272727271,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",tz,1.0,68,0.8097902097902098,0.6553372175141241,0.9378329029644819,0.9370629370629371,-0.12727272727272732,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",tz,10.0,68,0.8055944055944055,0.6443341624262677,0.9362042154759941,0.9272727272727272,-0.12167832167832171,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pooled,0.1,149,0.7793577981651377,0.6835761780915263,0.8646959649545856,0.9011467889908257,-0.12178899082568795,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pooled,1.0,149,0.7777522935779816,0.6891490455742793,0.8599113993423456,0.8986238532110091,-0.12087155963302754,False,False,False
A_mu,"mu{0.50,1.00,1.50}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_1.50",pooled,10.0,149,0.7754587155963303,0.6891853689973159,0.8579910621221597,0.8963302752293578,-0.12087155963302754,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pz,0.1,81,0.8065843621399176,0.7075309043591411,0.8861377645707216,0.934156378600823,-0.12757201646090544,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pz,1.0,81,0.8065843621399177,0.7095401116314269,0.8897715824627369,0.9327846364883402,-0.12620027434842251,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pz,10.0,81,0.8052126200274349,0.7071295576851132,0.8925595238095237,0.9286694101508915,-0.12345679012345667,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",tz,0.1,68,0.8083916083916083,0.6517113095238095,0.9409888357256778,0.937062937062937,-0.1286713286713287,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",tz,1.0,68,0.8027972027972028,0.6229146141215107,0.9325515493278651,0.9370629370629371,-0.1342657342657343,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",tz,10.0,68,0.7958041958041958,0.6044785499959452,0.9345122980467807,0.9272727272727272,-0.13146853146853144,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pooled,0.1,149,0.7697247706422018,0.6816444000380627,0.8508128800192643,0.9011467889908257,-0.13142201834862388,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pooled,1.0,149,0.7665137614678899,0.6753987486318094,0.8468944072442147,0.8986238532110091,-0.13211009174311927,False,False,False
A_mu,"mu{0.50,1.00,2.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_2.00",pooled,10.0,149,0.7642201834862384,0.6822825369668463,0.8419757967165622,0.8963302752293578,-0.13211009174311938,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pz,0.1,81,0.9026063100137174,0.8258359013867488,0.9635008818342152,0.934156378600823,-0.03155006858710563,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pz,1.0,81,0.9080932784636488,0.8295086614949707,0.9678506744519233,0.9327846364883402,-0.024691358024691357,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pz,10.0,81,0.9046639231824416,0.8216782017707944,0.9650360750360751,0.9286694101508915,-0.02400548696844995,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",tz,0.1,68,0.897902097902098,0.7830851987924357,0.9775883380080296,0.937062937062937,-0.03916083916083901,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",tz,1.0,68,0.8965034965034965,0.7843590985038353,0.9789317579398158,0.9370629370629371,-0.04055944055944061,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",tz,10.0,68,0.890909090909091,0.7791650132275132,0.9793315544608647,0.9272727272727272,-0.036363636363636265,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pooled,0.1,149,0.8577981651376146,0.7811123279873281,0.9221698580589253,0.9011467889908257,-0.04334862385321103,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pooled,1.0,149,0.8626146788990825,0.7869096175231495,0.9259647111336723,0.8986238532110091,-0.03600917431192663,False,False,False
A_mu,"mu{0.50,1.00,3.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_3.00",pooled,10.0,149,0.8623853211009175,0.7870048084881195,0.9283833048574154,0.8963302752293578,-0.03394495412844034,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pz,0.1,81,0.7880658436213992,0.6809802700216564,0.8854514824797843,0.934156378600823,-0.14609053497942381,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pz,1.0,81,0.789437585733882,0.6849505968169762,0.8890599990993239,0.9327846364883402,-0.1433470507544582,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pz,10.0,81,0.7866941015089163,0.6704811103382314,0.8905558776851944,0.9286694101508915,-0.14197530864197527,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",tz,0.1,68,0.8,0.6502055921052631,0.9266354445435623,0.937062937062937,-0.13706293706293693,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",tz,1.0,68,0.7972027972027972,0.6275215517241377,0.9362256164887743,0.9370629370629371,-0.1398601398601399,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",tz,10.0,68,0.786013986013986,0.6181253991909729,0.9322117971482379,0.9272727272727272,-0.14125874125874127,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pooled,0.1,149,0.7754587155963303,0.6892370153024838,0.854338476795152,0.9011467889908257,-0.1256880733944954,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pooled,1.0,149,0.7704128440366972,0.682228459643996,0.8521408877030436,0.8986238532110091,-0.12821100917431194,False,False,False
A_mu,"mu{0.50,1.00,20.00}",3,"nuts_D_0.50,nuts_D_1.00,nuts_D_20.00",pooled,10.0,149,0.7694954128440367,0.683853234767869,0.8500770568994868,0.8963302752293578,-0.12683486238532116,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pz,0.1,81,0.823045267489712,0.7162866924615251,0.9083566904793321,0.934156378600823,-0.11111111111111105,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pz,1.0,81,0.8209876543209877,0.7201470861604239,0.9079720133667502,0.9327846364883402,-0.11179698216735245,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pz,10.0,81,0.8196159122085047,0.7125893843201857,0.9083974448650427,0.9286694101508915,-0.10905349794238683,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",tz,0.1,68,0.8097902097902098,0.6490132243935309,0.9375372023809525,0.937062937062937,-0.1272727272727272,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",tz,1.0,68,0.806993006993007,0.6187803167794094,0.9327729885057472,0.9370629370629371,-0.13006993006993006,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",tz,10.0,68,0.8013986013986014,0.6289411718225277,0.9409917590633051,0.9272727272727272,-0.12587412587412583,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pooled,0.1,149,0.7738532110091743,0.6846096429649062,0.8591523450865074,0.9011467889908257,-0.12729357798165142,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pooled,1.0,149,0.7713302752293578,0.6806783111474678,0.8582985958753838,0.8986238532110091,-0.1272935779816513,False,False,False
A_mu,"mu{0.50,1.50,2.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_2.00",pooled,10.0,149,0.7694954128440366,0.6821411012782695,0.8553837096716354,0.8963302752293578,-0.12683486238532127,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pz,0.1,81,0.9046639231824416,0.832846687211094,0.9660711214310286,0.934156378600823,-0.029492455418381414,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pz,1.0,81,0.9101508916323732,0.8340020576131687,0.9656490183792814,0.9327846364883402,-0.02263374485596703,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pz,10.0,81,0.9108367626886146,0.8380854800936768,0.9694019056004528,0.9286694101508915,-0.017832647462276974,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",tz,0.1,68,0.8951048951048951,0.7741226007809493,0.9791666666666665,0.937062937062937,-0.04195804195804187,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",tz,1.0,68,0.9048951048951048,0.8052620701058202,0.9811838726245506,0.9370629370629371,-0.032167832167832255,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",tz,10.0,68,0.9048951048951049,0.7968132648601398,0.979169158692185,0.9272727272727272,-0.022377622377622308,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pooled,0.1,149,0.8552752293577982,0.7782205628215701,0.9213142130165156,0.9011467889908257,-0.04587155963302747,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pooled,1.0,149,0.8642201834862385,0.7955083482137563,0.9275248579974318,0.8986238532110091,-0.0344036697247706,False,False,False
A_mu,"mu{0.50,1.50,3.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_3.00",pooled,10.0,149,0.8646788990825688,0.7949244020536536,0.9319056289521228,0.8963302752293578,-0.031651376146789034,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pz,0.1,81,0.8251028806584361,0.7257124629932394,0.9130132008943929,0.934156378600823,-0.10905349794238695,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pz,1.0,81,0.821673525377229,0.7134674329501917,0.9084090909090909,0.9327846364883402,-0.11111111111111116,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pz,10.0,81,0.8189300411522634,0.7097228739002933,0.9163507273877294,0.9286694101508915,-0.10973936899862813,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",tz,0.1,68,0.7832167832167832,0.5996997569383353,0.9186602870813397,0.937062937062937,-0.15384615384615374,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",tz,1.0,68,0.7916083916083916,0.6225858385242695,0.9231132075471697,0.9370629370629371,-0.1454545454545455,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",tz,10.0,68,0.7888111888111888,0.6132500000000001,0.9218693039416722,0.9272727272727272,-0.1384615384615384,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pooled,0.1,149,0.7756880733944954,0.6779842801415691,0.853132053291536,0.9011467889908257,-0.12545871559633026,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pooled,1.0,149,0.7738532110091744,0.6800150172050904,0.8622353324859513,0.8986238532110091,-0.12477064220183476,False,False,False
A_mu,"mu{0.50,1.50,20.00}",3,"nuts_D_0.50,nuts_D_1.50,nuts_D_20.00",pooled,10.0,149,0.7738532110091744,0.6823061940958308,0.8614159500409501,0.8963302752293578,-0.12247706422018345,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pz,0.1,81,0.9080932784636488,0.8314357864357864,0.9622881470651938,0.934156378600823,-0.026063100137174167,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pz,1.0,81,0.924554183813443,0.8559662063193136,0.9750788126967374,0.9327846364883402,-0.008230452674897193,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pz,10.0,81,0.9190672153635117,0.8426471505175208,0.975997577786655,0.9286694101508915,-0.009602194787379892,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",tz,0.1,68,0.8951048951048952,0.7342424242424243,0.9907415417147252,0.937062937062937,-0.04195804195804176,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",tz,1.0,68,0.9062937062937064,0.7663947510822511,1.0,0.9370629370629371,-0.03076923076923066,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",tz,10.0,68,0.8937062937062937,0.7335649730386573,0.9970238095238094,0.9272727272727272,-0.03356643356643352,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pooled,0.1,149,0.8658256880733944,0.787229008204072,0.9294469127363864,0.9011467889908257,-0.035321100917431236,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pooled,1.0,149,0.8708715596330275,0.7999320492268501,0.9351064555703809,0.8986238532110091,-0.02775229357798159,False,False,False
A_mu,"mu{0.50,2.00,3.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_3.00",pooled,10.0,149,0.8685779816513761,0.7941142195991334,0.9326583669887437,0.8963302752293578,-0.0277522935779817,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pz,0.1,81,0.7640603566529492,0.6658359032272076,0.8574164408113306,0.934156378600823,-0.17009602194787377,False,True,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pz,1.0,81,0.7805212620027435,0.6803174232555853,0.8698194054201034,0.9327846364883402,-0.15226337448559668,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pz,10.0,81,0.7812071330589849,0.6754070404151024,0.875541958041958,0.9286694101508915,-0.14746227709190662,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",tz,0.1,68,0.7986013986013986,0.6235091457336523,0.928683712121212,0.937062937062937,-0.1384615384615384,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",tz,1.0,68,0.7958041958041958,0.6223426573426575,0.927252944188428,0.9370629370629371,-0.14125874125874127,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",tz,10.0,68,0.7916083916083917,0.6324363425925926,0.9283086253369273,0.9272727272727272,-0.13566433566433556,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pooled,0.1,149,0.7502293577981651,0.6562084053038001,0.8396612355586913,0.9011467889908257,-0.15091743119266054,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pooled,1.0,149,0.7454128440366973,0.6595378564405113,0.8322331165854365,0.8986238532110091,-0.15321100917431185,False,False,False
A_mu,"mu{0.50,2.00,20.00}",3,"nuts_D_0.50,nuts_D_2.00,nuts_D_20.00",pooled,10.0,149,0.7465596330275229,0.6590953594691913,0.8308011313547765,0.8963302752293578,-0.1497706422018349,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pz,0.1,81,0.9039780521262003,0.8284660779856619,0.9607181677018634,0.934156378600823,-0.030178326474622708,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pz,1.0,81,0.9156378600823045,0.8454824805339265,0.9722380952380952,0.9327846364883402,-0.01714677640603568,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pz,10.0,81,0.9122085048010975,0.8325863204822755,0.9682712215320911,0.9286694101508915,-0.016460905349794053,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",tz,0.1,68,0.8937062937062937,0.7860951213445616,0.9761913086913087,0.937062937062937,-0.04335664335664324,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",tz,1.0,68,0.9062937062937063,0.8,0.9804403409090909,0.9370629370629371,-0.03076923076923077,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",tz,10.0,68,0.9048951048951049,0.8120425389983579,0.977405756867329,0.9272727272727272,-0.022377622377622308,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pooled,0.1,149,0.8766055045871559,0.80937794266812,0.9355209580275923,0.9011467889908257,-0.02454128440366976,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pooled,1.0,149,0.8809633027522936,0.8068797953964194,0.939090123958545,0.8986238532110091,-0.017660550458715507,False,False,False
A_mu,"mu{0.50,3.00,20.00}",3,"nuts_D_0.50,nuts_D_3.00,nuts_D_20.00",pooled,10.0,149,0.8802752293577981,0.8106754820337015,0.9380140692640692,0.8963302752293578,-0.016055045871559703,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pz,0.1,81,0.8203017832647461,0.7090598678393597,0.9111190476190476,0.934156378600823,-0.11385459533607689,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pz,1.0,81,0.816872427983539,0.7065123005724029,0.9118961217109366,0.9327846364883402,-0.11591220850480122,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pz,10.0,81,0.8079561042524005,0.6967156862745097,0.9029732943501296,0.9286694101508915,-0.12071330589849105,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",tz,0.1,68,0.7972027972027972,0.6442753381486934,0.9159058129370629,0.937062937062937,-0.1398601398601398,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",tz,1.0,68,0.7972027972027972,0.6209638047138047,0.9259627894873796,0.9370629370629371,-0.1398601398601399,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",tz,10.0,68,0.7972027972027972,0.6276097364584015,0.9270497427101201,0.9272727272727272,-0.13006993006993006,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pooled,0.1,149,0.7727064220183486,0.6874538372240663,0.8543127705627706,0.9011467889908257,-0.12844036697247707,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pooled,1.0,149,0.7711009174311927,0.6827409372236959,0.8484784942014187,0.8986238532110091,-0.12752293577981644,False,False,False
A_mu,"mu{0.75,1.00,1.50}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_1.50",pooled,10.0,149,0.7688073394495413,0.671813488871011,0.8493383070508128,0.8963302752293578,-0.12752293577981655,False,False,False
A_mu,"mu{0.75,1.00,2.00}",3,"nuts_D_0.75,nuts_D_1.00,nuts_D_2.00",pz,0.1,81,0.8127572016460904,0.7143430579779082,0.8998463395199113,0.934156378600823,-0.12139917695473257,False,False,False
