block,feature_set,n_features,feature_cols,zone,n,spearman_rho,spearman_p,rho_ci_lo,rho_ci_hi,adc_rho,abs_rho_gt_abs_adc,abs_rho
A_mu,mu{1.00},1,nuts_D_1.00,tz,8,-0.20868716185960046,0.6199236393861473,-0.9555404306150662,0.579089004765913,-0.6137857701752955,False,0.20868716185960046
A_mu,mu{1.00},1,nuts_D_1.00,pooled,29,0.34490570277839444,0.06689762418305888,-0.03884801891264558,0.6385462743864894,-0.5462518568421153,False,0.34490570277839444
A_mu,mu{1.50},1,nuts_D_1.50,pz,21,-0.09195031685085735,0.6918032443254143,-0.628946219366049,0.4769026225830356,-0.4801069979082933,False,0.09195031685085735
A_mu,mu{1.50},1,nuts_D_1.50,tz,8,-0.6137857701752955,0.10552589403223339,-0.9413160730419347,0.0,-0.6137857701752955,False,0.6137857701752955
A_mu,mu{1.50},1,nuts_D_1.50,pooled,29,-0.20782447304904011,0.2793387749616446,-0.6216175428610691,0.26027964547392046,-0.5462518568421153,False,0.20782447304904011
A_mu,mu{2.00},1,nuts_D_2.00,pz,21,-0.44150190304724635,0.045109013312194884,-0.7924911287900693,-0.0028144726241098005,-0.4801069979082933,False,0.44150190304724635
A_mu,mu{2.00},1,nuts_D_2.00,tz,8,-0.15958430024557682,0.7058208200215368,-0.8987508664346148,0.5773502691896256,-0.6137857701752955,False,0.15958430024557682
A_mu,mu{2.00},1,nuts_D_2.00,pooled,29,-0.473953816965953,0.009396002353753645,-0.7111490922900636,-0.13745650937201465,-0.5462518568421153,False,0.473953816965953
A_mu,mu{3.00},1,nuts_D_3.00,pz,21,-0.08001783298471556,0.7302538437377628,-0.6001085420781145,0.4385094669032437,-0.4801069979082933,False,0.08001783298471556
A_mu,mu{3.00},1,nuts_D_3.00,tz,8,0.19641144645609454,0.6410902415841975,-0.7956683520713369,0.9315942613970246,-0.6137857701752955,False,0.19641144645609454
A_mu,mu{3.00},1,nuts_D_3.00,pooled,29,-0.15651618668531198,0.4174774774548601,-0.5306893785380193,0.2795635457605151,-0.5462518568421153,False,0.15651618668531198
A_mu,mu{20.00},1,nuts_D_20.00,pz,21,-0.03649936241408078,0.8751889860741628,-0.4527730321349063,0.3895807171564354,-0.4801069979082933,False,0.03649936241408078
A_mu,mu{20.00},1,nuts_D_20.00,tz,8,-0.7610943550173663,0.02827313252875805,-0.980828892547368,-0.032383270792921845,-0.6137857701752955,True,0.7610943550173663
A_mu,mu{20.00},1,nuts_D_20.00,pooled,29,-0.25006311283332133,0.19077261454082556,-0.5707817783801891,0.10056172865825115,-0.5462518568421153,False,0.25006311283332133
A_mu,"mu{0.25,0.50}",2,"nuts_D_0.25,nuts_D_0.50",pz,21,0.3067350264414096,0.17623600891414098,-0.1232016538582339,0.6687002068648948,-0.4801069979082933,False,0.3067350264414096
A_mu,"mu{0.25,0.50}",2,"nuts_D_0.25,nuts_D_0.50",tz,8,-0.11048143863155317,0.7945268208553896,-0.947330933431342,0.643398374467828,-0.6137857701752955,False,0.11048143863155317
A_mu,"mu{0.25,0.50}",2,"nuts_D_0.25,nuts_D_0.50",pooled,29,0.477322542838319,0.008835287462654044,0.10579263428359283,0.7420276746812597,-0.5462518568421153,False,0.477322542838319
A_mu,"mu{0.25,0.75}",2,"nuts_D_0.25,nuts_D_0.75",pz,21,0.27936050463084905,0.22004811415212913,-0.1541656019156714,0.6377886482209225,-0.4801069979082933,False,0.27936050463084905
A_mu,"mu{0.25,0.75}",2,"nuts_D_0.25,nuts_D_0.75",tz,8,-0.1227571540350591,0.77213221596926,-0.9555404306150662,0.671125332065713,-0.6137857701752955,False,0.1227571540350591
A_mu,"mu{0.25,0.75}",2,"nuts_D_0.25,nuts_D_0.75",pooled,29,0.44933620482174,0.014472318335198518,0.0761540187450341,0.728231332859234,-0.5462518568421153,False,0.44933620482174
A_mu,"mu{0.25,1.00}",2,"nuts_D_0.25,nuts_D_1.00",pz,21,0.10739235479527615,0.6431187553160185,-0.3694984894157956,0.5747089349718465,-0.4801069979082933,False,0.10739235479527615
A_mu,"mu{0.25,1.00}",2,"nuts_D_0.25,nuts_D_1.00",tz,8,0.0,1.0,-0.8007958085078413,0.8195201153278766,-0.6137857701752955,False,0.0
A_mu,"mu{0.25,1.00}",2,"nuts_D_0.25,nuts_D_1.00",pooled,29,0.39854618397683744,0.03223743891007933,-0.01650210849772787,0.7218224204402923,-0.5462518568421153,False,0.39854618397683744
A_mu,"mu{0.25,1.50}",2,"nuts_D_0.25,nuts_D_1.50",pz,21,0.045624203017600964,0.8443161885308438,-0.456636125907409,0.5504747404877225,-0.4801069979082933,False,0.045624203017600964
A_mu,"mu{0.25,1.50}",2,"nuts_D_0.25,nuts_D_1.50",tz,8,0.14730858484207093,0.727766103618572,-0.551782769119973,0.8421052631578949,-0.6137857701752955,False,0.14730858484207093
A_mu,"mu{0.25,1.50}",2,"nuts_D_0.25,nuts_D_1.50",pooled,29,0.29048782330171313,0.1263401126870476,-0.16745628704169044,0.6636778197072539,-0.5462518568421153,False,0.29048782330171313
A_mu,"mu{0.25,2.00}",2,"nuts_D_0.25,nuts_D_2.00",pz,21,0.24917833955766686,0.27604193949517236,-0.27080627184716577,0.7172988857142475,-0.4801069979082933,False,0.24917833955766686
A_mu,"mu{0.25,2.00}",2,"nuts_D_0.25,nuts_D_2.00",tz,8,-0.06137857701752955,0.885203883089007,-0.9097397034370492,0.786048365511062,-0.6137857701752955,False,0.06137857701752955
A_mu,"mu{0.25,2.00}",2,"nuts_D_0.25,nuts_D_2.00",pooled,29,0.43974829272346766,0.0169861335580928,0.013517994986591435,0.7422360240120008,-0.5462518568421153,False,0.43974829272346766
A_mu,"mu{0.25,3.00}",2,"nuts_D_0.25,nuts_D_3.00",pz,21,-0.08914267358823574,0.7007890022893434,-0.5844854437108371,0.4433791821307817,-0.4801069979082933,False,0.08914267358823574
A_mu,"mu{0.25,3.00}",2,"nuts_D_0.25,nuts_D_3.00",tz,8,0.23323859266661226,0.5782790921913368,-0.6767324841518535,0.8715931504279772,-0.6137857701752955,False,0.23323859266661226
