r_D_0.25,r_D_0.50,r_D_0.75,r_D_1.00,r_D_1.50,r_D_2.00,r_D_3.00,r_D_20.00,r_overall,r_discriminant_pz,r_discriminant_tz
0.9891034761318496,0.6745240841060912,0.7345908093080735,0.7124524109432908,0.7262187240851832,0.5109396377934434,0.937052644325723,0.9400065474804754,0.9234459695982262,0.9947184560404253,0.9716901544791166
